make,model,price,city,state,year,mileage,transmission,color,previous_ownership,url
Mercedes-Benz,E250,5250000.0,Mombasa,Mombasa CBD,2017.0,108000.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-e250-2017-white-pPDGyul7L2aIQ80nzTaCovMF.html?page=58&pos=19&cur_pos=19&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1158
Toyota,Hilux,5250000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2018-white-wWwcLB63PCtdVwGPVoSo7gLF.html?page=59&pos=2&cur_pos=2&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1161
Jeep,Wrangler,5250000.0,Nairobi,Kilimani,2015.0,60000.0,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/jeep-wrangler-unlimited-freedom-edition-4dr-suv-4wd-3-6l-6cyl-6m-2015-wPfTRuae2TZoalNZFLRZV0ie.html?page=59&pos=5&cur_pos=5&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1164
Toyota,Fortuner,5250000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-fortuner-2016-black-nCoEs8pBmZfVkfAK6MUoRK6n.html?page=59&pos=8&cur_pos=8&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1167
BMW,X3,5250000.0,Mombasa,Ganjoni,2017.0,110322.0,AMT,,Foreign Used,https://jiji.co.ke/ganjoni/cars/bmw-x3-sdrive28i-4x2-2017-black-BRUL575GTHETIbQDeER8pokN.html?page=59&pos=11&cur_pos=11&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1170
Ford,Ranger,5250000.0,Mombasa,Mombasa CBD,2017.0,40000.0,Automatic,Orange,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/ford-ranger-2017-orange-sokXoXI6p3fWxrncQ3nT2sR6.html?page=59&pos=15&cur_pos=15&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1174
Toyota,Land Cruiser Prado,5250000.0,Nairobi,Nairobi Central,2017.0,89442.0,Automatic,,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-prado-2-7-2017-white-seEnHdQvrvGL5IkjXvlOhw0z.html?page=59&pos=18&cur_pos=18&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1177
Jeep,Grand Cherokee,5250000.0,Nairobi,Kilimani,2018.0,74000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/kilimani/cars/jeep-grand-cherokee-2018-black-wx2AIpb49oyq3ljY7AsuWzVq.html?page=60&pos=1&cur_pos=1&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1180
Toyota,Land Cruiser Prado,5250000.0,Nairobi,Nairobi Central,2017.0,,Automatic,,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-prado-2-7-2017-white-9ZozcgXpjzIWAfdmdpmObqEY.html?page=60&pos=3&cur_pos=3&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1182
Toyota,Land Cruiser,5250000.0,Nairobi,Ridgeways,2012.0,,Manual,Off white,Local Used,https://jiji.co.ke/ridgeways/cars/toyota-land-cruiser-2012-off-white-68X8I45FVRQbwqTEoYD11rIl.html?page=60&pos=6&cur_pos=6&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1185
Toyota,Hilux,5250000.0,Mombasa,Mombasa CBD,2017.0,58000.0,Automatic,Red,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2017-red-tNtPCueiFGpWEPGT3BCnNRdR.html?page=60&pos=10&cur_pos=10&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1189
Toyota,RAV4,5240000.0,Nairobi,Ridgeways,2018.0,45000.0,Automatic,Gray,Foreign Used,https://jiji.co.ke/ridgeways/cars/toyota-rav4-2018-gray-nu1VfWswfIgVnbua1W7nmjGh.html?page=60&pos=13&cur_pos=13&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1192
Toyota,Land Cruiser Prado,5200000.0,Nairobi,Kilimani,2017.0,91000.0,Automatic,,Local Used,https://jiji.co.ke/kilimani/cars/toyota-land-cruiser-prado-2-7-2017-gray-1e8bP6PtuISrxdzCt6zYZ5bh.html?page=60&pos=16&cur_pos=16&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1195
Mercedes-Benz,C200,5200000.0,Nairobi,Parklands/Highridge,2018.0,,Automatic,Silver,Local Used,https://jiji.co.ke/parklands-highridge/cars/mercedes-benz-c200-2018-silver-bp8ily19BZEVtl7f9yVZphE4.html?page=60&pos=20&cur_pos=20&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1199
Lexus,NX,5200000.0,Mombasa,Mombasa CBD,2016.0,68925.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/lexus-nx-2016-white-64zTUMUkXiWqhFOeAX8Cg9cM.html?page=61&pos=3&cur_pos=3&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1202
Lexus,RX 200,5200000.0,Mombasa,Mombasa CBD,2017.0,52023.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/lexus-rx-200-2017-black-b5IqFGLB6lRfSSJ7wYQOGZXR.html?page=61&pos=6&cur_pos=6&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1205
Audi,A8,5200000.0,Nairobi,Kilimani,2011.0,,Automatic,Blue,Foreign Used,https://jiji.co.ke/kilimani/cars/audi-a8-2011-blue-cQ9WR9VxUhyajNrUxpKg5FNX.html?page=61&pos=9&cur_pos=9&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1208
Lexus,RX,5200000.0,Nairobi,Kilimani,2016.0,74601.0,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/lexus-rx-200t-2wd-2016-black-cKakpx3mnXKC7isPEhU65z5U.html?page=61&pos=11&cur_pos=11&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1210
Toyota,Land Cruiser Prado,5200000.0,Nairobi,Kilimani,2016.0,,Automatic,White,Local Used,https://jiji.co.ke/kilimani/cars/toyota-land-cruiser-prado-2016-white-2WwIr08pR3ysMUug7RLsYXDc.html?page=61&pos=13&cur_pos=13&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1212
Toyota,Hilux,5200000.0,Nairobi,Ridgeways,2017.0,15000.0,Automatic,White,Foreign Used,https://jiji.co.ke/ridgeways/cars/toyota-hilux-2017-white-bcjVb8bAxbXsnPhhfKfZUdRs.html?page=61&pos=16&cur_pos=16&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1215
Toyota,Land Cruiser,5200000.0,Nairobi,Karen,2013.0,,Manual,Beige,Local Used,https://jiji.co.ke/karen/cars/toyota-land-cruiser-2013-beige-snzA7FSPi2fhLjRpDlLx6n6Z.html?page=61&pos=19&cur_pos=19&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1218
Mercedes-Benz,E200,5200000.0,Mombasa,Mombasa CBD,2017.0,56000.0,Automatic,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-e200-2017-gray-19ekKORPmJ8lSDOBLTJZEKPU.html?page=62&pos=2&cur_pos=2&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1221
Lexus,NX 300h,5200000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/lexus-nx-300h-base-4x4-2-5l-4cyl-2a-2016-black-8CsaXU9H3Hgb0XfWTN8bIA2j.html?page=62&pos=5&cur_pos=5&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1224
Toyota,RAV4,5200000.0,Mombasa,Mombasa CBD,2020.0,45000.0,Automatic,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-rav4-2020-gray-nC7Jl7CKbV5JBxwwQN9onCFq.html?page=62&pos=8&cur_pos=8&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1227
Land Rover,Range Rover Evoque,5200000.0,Mombasa,Mombasa CBD,2015.0,41000.0,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/land-rover-range-rover-evoque-2015-blue-q8KvGh5gjAhzUx9c1BELTBT1.html?page=62&pos=11&cur_pos=11&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1230
Lexus,NX 300h,5200000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/lexus-nx-300h-base-4x4-2-5l-4cyl-2a-2017-white-vb4N5X9HOiuGhzSPTegnLozb.html?page=62&pos=14&cur_pos=14&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1233
Mercedes-Benz,E250,5200000.0,Mombasa,Mombasa CBD,2018.0,45000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-e250-2018-black-48KEe5DUzeqnaiIum6LlUwXD.html?page=62&pos=17&cur_pos=17&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1236
Audi,Q5,5200000.0,Mombasa,Mombasa CBD,2017.0,38000.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-q5-2-0t-premium-awd-quattro-2017-white-fdXpuDu6eRsOfmk2cHnBg2ir.html?page=62&pos=20&cur_pos=20&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1239
Mercedes-Benz,Actros,5200000.0,Nairobi,1 hour ago,2014.0,,Automatic,Blue,Foreign Used,https://jiji.co.ke/nairobi/cars/mercedes-benz-actros-2014-blue-mrNXlhT0JjXxObGLeTOqpZra.html?page=63&pos=3&cur_pos=3&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1242
Toyota,Hilux,5200000.0,Mombasa,Mombasa CBD,2017.0,45180.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2017-black-uXbsCrEpRuFGP0B94dVaqXiP.html?page=63&pos=6&cur_pos=6&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1245
Lexus,RX 200,5200000.0,Mombasa,Mombasa CBD,2017.0,56000.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/lexus-rx-200-2017-white-hzlHl3MAVki0fmu4et58aOSl.html?page=63&pos=9&cur_pos=9&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1248
Toyota,Hilux,5200000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2016-silver-qh02vOWUyypyRYVQUagDs7uw.html?page=63&pos=12&cur_pos=12&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1251
Toyota,Land Cruiser,5200000.0,Mombasa,Mombasa CBD,2009.0,120000.0,Automatic,Red,Local Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2009-red-fSvzytieDT8mMuubsKSuV0ew.html?page=63&pos=15&cur_pos=15&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1254
Toyota,Hilux,5200000.0,Nairobi,1 hour ago,2016.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/nairobi/cars/toyota-hilux-2016-black-8PqF1FqlbwtRJhn1ByXgx6ux.html?page=63&pos=17&cur_pos=17&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1256
Toyota,Hilux,5200000.0,Nairobi,1 hour ago,2015.0,,Automatic,Blue,Foreign Used,https://jiji.co.ke/nairobi/cars/toyota-hilux-2015-blue-cRv1VGTEANQZc1jNiwSyQNXg.html?page=64&pos=1&cur_pos=1&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1260
Toyota,RAV4,5200000.0,Mombasa,Mombasa CBD,2019.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-rav4-adventure-2019-black-waj7G4JkXGNy3ZrKsiGts7G.html?page=64&pos=4&cur_pos=4&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1263
Mercedes-Benz,M Class,5200000.0,Mombasa,Mombasa CBD,2014.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-m-class-2014-black-cL1cMRZTZ6UdnqnFylZXaLe0.html?page=64&pos=6&cur_pos=6&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1265
Land Rover,Range Rover Evoque,5200000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/land-rover-range-rover-evoque-hse-4x4-5-door-2017-black-nAgSuthulbrmtDPhHc4iNCUQ.html?page=64&pos=9&cur_pos=9&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1268
Toyota,RAV4,5200000.0,Mombasa,Mombasa CBD,2019.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-rav4-limited-awd-2019-blue-jHjL53hh1iQqT9oQo7OT7Ax1.html?page=64&pos=11&cur_pos=11&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1270
Lexus,NX,5200000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/lexus-nx-200t-awd-2016-black-wqMhIEuNrBTK0d3pHe8QMQI0.html?page=64&pos=14&cur_pos=14&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1273
Lexus,RX,5200000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/lexus-rx-200t-2wd-2017-black-bkrOzz9GBw6cMVxaY6aiMsYs.html?page=64&pos=17&cur_pos=17&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1276
Toyota,Hilux,5200000.0,Mombasa,Likoni,2017.0,49000.0,AMT,Other,Foreign Used,https://jiji.co.ke/likoni/cars/toyota-hilux-2017-hHsi6hyEYN6fPVhVoBo9JoZM.html?page=64&pos=20&cur_pos=20&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1279
Toyota,Kluger,5200000.0,Mombasa,Mombasa CBD,2015.0,,Automatic,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-kluger-2015-gray-nlJrrXvx3C5v3Mkjz3rjoXUv.html?page=65&pos=2&cur_pos=2&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1281
Toyota,RAV4,5200000.0,Mombasa,Mombasa CBD,2017.0,97000.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-rav4-2017-white-dQYT37bBsPTXerB38DMOuxMc.html?page=65&pos=5&cur_pos=5&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1284
Toyota,Hilux,5200000.0,Mombasa,Mombasa CBD,2019.0,14000.0,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2019-silver-lkq61GQ7QmckCajKa3XS4q9g.html?page=65&pos=10&cur_pos=10&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1289
Toyota,Land Cruiser,5200000.0,Mombasa,Ganjoni,2014.0,98635.0,Automatic,Silver,Local Used,https://jiji.co.ke/ganjoni/cars/toyota-land-cruiser-2014-silver-h2IZEG13N8RzpZdskolcDa4.html?page=65&pos=13&cur_pos=13&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1292
Ford,Ranger,5200000.0,Mombasa,Mombasa CBD,2016.0,41793.0,Automatic,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/ford-ranger-2016-gray-7KkWhMr0CTwLyNli0oCteOkR.html?page=65&pos=16&cur_pos=16&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1295
Ford,Ranger,5200000.0,Mombasa,Mombasa CBD,2016.0,129513.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/ford-ranger-wildtrak-2016-black-i7cQiMsnV1vBxrq1Is5YRRh8.html?page=65&pos=18&cur_pos=18&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1297
Audi,Q5,5200000.0,Nairobi,Runda,2018.0,,Automatic,Gray,Foreign Used,https://jiji.co.ke/karura/cars/audi-q5-2018-gray-7mZBd009Y5Sgc6Ba0yjR9Ajv.html?page=66&pos=1&cur_pos=1&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1300
Toyota,Hilux,5200000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2016-blue-oWgdRXpGA4XVZ689ojI7OeiV.html?page=66&pos=4&cur_pos=4&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1303
Toyota,Land Cruiser Prado,5200000.0,Mombasa,Mombasa CBD,2017.0,101000.0,Automatic,,Local Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2-7-2017-black-iIk5MXMo9rJMNCaTqqluTyIQ.html?page=66&pos=7&cur_pos=7&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1306
Volkswagen,Touareg,5200000.0,Mombasa,Mombasa CBD,2014.0,65000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/volkswagen-touareg-2014-black-uP3NW9dFAxmlRvCQec4DUelr.html?page=66&pos=10&cur_pos=10&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1309
Toyota,Land Cruiser,5200000.0,Nairobi,Nairobi Central,2012.0,,Automatic,Black,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-2012-black-8KqosblvQhfMlrjTo8UmGF0t.html?page=66&pos=13&cur_pos=13&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1312
Toyota,Land Cruiser Prado,5200000.0,Mombasa,Mombasa CBD,2015.0,,CVT,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2015-black-3DJ47O6SEqcoykI2sjChH5J2.html?page=66&pos=16&cur_pos=16&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1315
Volvo,XC60,5200000.0,Nairobi,Muthaiga,2019.0,63245.0,Automatic,Blue,Foreign Used,https://jiji.co.ke/muthaiga/cars/volvo-xc60-2019-blue-isF1XDXp1bG0bp5kTwxSwOR4.html?page=66&pos=19&cur_pos=19&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1318
Volvo,XC60,5200000.0,Nairobi,Runda,2019.0,114000.0,Automatic,,Foreign Used,https://jiji.co.ke/karura/cars/volvo-xc60-t5-r-design-awd-2019-silver-nPlQmi50hjekvpGAkQLHLMXm.html?page=67&pos=2&cur_pos=2&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1321
Toyota,Hilux,5200000.0,Nairobi,Upperhill,2018.0,68000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/upperhill/cars/toyota-hilux-2018-black-dbKNfTlblTO2TV40ogFHW20u.html?page=67&pos=4&cur_pos=4&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1323
Mercedes-Benz,E200,5200000.0,Nairobi,Ridgeways,2018.0,,Automatic,Silver,Foreign Used,https://jiji.co.ke/ridgeways/cars/mercedes-benz-e200-2018-silver-wPmcLspL1iSWyCZ4XyVEzepL.html?page=67&pos=8&cur_pos=8&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1327
Toyota,Corolla Cross,5200000.0,Mombasa,Ganjoni,2022.0,25414.0,Automatic,White,Foreign Used,https://jiji.co.ke/ganjoni/cars/toyota-corolla-cross-2022-white-fz5Vm5Z1rkoFKCqxieQP4p8S.html?page=67&pos=10&cur_pos=10&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1329
Toyota,Land Cruiser Prado,5200000.0,Nairobi,Nairobi Central,2017.0,,Automatic,White,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-prado-2017-white-ko4c0acXHKEuZI9zueNXZYOP.html?page=67&pos=14&cur_pos=14&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1333
Toyota,Land Cruiser,5200000.0,Nairobi,Karen,2012.0,268527.0,Manual,Green,Local Used,https://jiji.co.ke/karen/cars/toyota-land-cruiser-2012-green-94flqPZYKdfT6SlSBOTbiyIR.html?page=67&pos=17&cur_pos=17&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1336
Mitsubishi,Pajero,5200000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mitsubishi-pajero-2016-silver-i6ABxe7e3ZFJDNyZoyYIA467.html?page=67&pos=20&cur_pos=20&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1339
Audi,A7,5200000.0,Mombasa,Mombasa CBD,2018.0,85000.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-a7-3-0t-premium-plus-awd-quattro-2018-white-qakdTrWY0A9ygqjBeMQAZcsL.html?page=68&pos=3&cur_pos=3&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1342
Lexus,RX 200,5200000.0,Mombasa,Mombasa CBD,2019.0,71100.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/lexus-rx-200-2019-white-BawKeSB63boidfIffxNKQzfj.html?page=68&pos=6&cur_pos=6&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1345
Toyota,Land Cruiser Prado,5200000.0,Nairobi,Nairobi Central,2017.0,,Automatic,,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-prado-2-7-2017-white-kGF5usCFbJbTrSCwaFZOeHSM.html?page=68&pos=10&cur_pos=10&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1349
Toyota,Land Cruiser Prado,5200000.0,Nairobi,Nairobi Central,2017.0,37000.0,Automatic,,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-prado-2-7-2017-white-mh5KDeYPcyqRbbYrAD8gIic7.html?page=68&pos=13&cur_pos=13&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1352
BMW,X4,5200000.0,Mombasa,Mombasa CBD,2017.0,53900.0,Automatic,Pearl,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/bmw-x4-2017-pearl-gbjM6MpIS92U5eLcWL8AuMw2.html?page=68&pos=16&cur_pos=16&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1355
Mercedes-Benz,E200,5200000.0,Mombasa,Mombasa CBD,2018.0,54678.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-e200-2018-white-1CeAtjXX6o3puiWITrK9K1Dd.html?page=68&pos=19&cur_pos=19&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1358
Mercedes-Benz,GLC-Class,5200000.0,Mombasa,Mombasa CBD,2017.0,61000.0,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-glc-class-2017-silver-aS4rsalEdGEcKRqtTczxbDzX.html?page=69&pos=2&cur_pos=2&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1361
Mercedes-Benz,GLC-Class,5200000.0,Mombasa,Mombasa CBD,2017.0,13500.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-glc-class-2017-black-fEHTZnxCRhD5O725UExnrlDb.html?page=69&pos=6&cur_pos=6&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1365
Toyota,Hilux,5200000.0,Mombasa,Mombasa CBD,2017.0,64000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2017-black-cjPwCbGTbNmmOgvSm0mUyIAe.html?page=69&pos=10&cur_pos=10&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1369
Ford,Ranger,5200000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/ford-ranger-2017-black-7E92mWJQDjv4mcdNYXCGWWdS.html?page=69&pos=13&cur_pos=13&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1372
Toyota,Land Cruiser Prado,5200000.0,Nairobi,Karen,2017.0,,Automatic,,Local Used,https://jiji.co.ke/karen/cars/toyota-land-cruiser-prado-2-7-2017-white-yuwOOGex5ieWS4UM443YSlvv.html?page=69&pos=16&cur_pos=16&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1375
Mercedes-Benz,E200,5200000.0,Mombasa,Mombasa CBD,2018.0,980000.0,CVT,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-e200-2018-white-4XoFp3wx7qLybT9KRIro4LWn.html?page=69&pos=19&cur_pos=19&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1378
Mercedes-Benz,E200,5200000.0,Mombasa,Mombasa CBD,2018.0,43000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-e200-2018-black-id9D75KZuW9HanbPqEgwrwb2.html?page=70&pos=2&cur_pos=2&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1381
Mercedes-Benz,GLC-Class,5200000.0,Mombasa,Mombasa CBD,2019.0,43000.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-glc-class-2019-white-fbaUSQZHzqo8VQfuMXIjJxHF.html?page=70&pos=5&cur_pos=5&ads_per_page=20&ads_count=38786&lid=_rDXhb3NOoMV5xUo&indexPosition=1384
