Make,Model,Price,Location,Year,Mileage,Transmission,Color,Previous Ownership,URL
Toyota,Premio,"KSh 1,299,000","Nairobi, Komarock, 1 hour ago",2014,,Automatic,Pearl,Local Used,https://jiji.co.ke/komarock/cars/toyota-premio-2014-pearl-yYgsA8R8PS9cifcb6Vjse5Dr.html?page=1&pos=1&cur_pos=1&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=0
Nissan,Note,"KSh 1,299,000","Nairobi, Nairobi Central, 1 hour ago",2018,80000 km,Automatic,Orange,Foreign Used,https://jiji.co.ke/nairobi-central/cars/nissan-note-2018-orange-dJgncS1kfbbH5WZB0sISyfoB.html?page=1&pos=4&cur_pos=4&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=3
Suzuki,Swift,"KSh 1,299,000","Nairobi, Nairobi Central, 1 hour ago",2018,49000 km,Automatic,Silver,Foreign Used,https://jiji.co.ke/nairobi-central/cars/suzuki-swift-2018-silver-ujnMKOJTGtMJoKp9jMhtg8VV.html?page=1&pos=7&cur_pos=7&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=6
Nissan,Latio,"KSh 1,299,000","Nairobi, Nairobi Central, 1 hour ago",2016,,Automatic,,Foreign Used,https://jiji.co.ke/nairobi-central/cars/nissan-latio-1-2-2016-white-A4pfsWBTcgxDjsaZF5Ri8vtH.html?page=1&pos=10&cur_pos=10&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=9
Toyota,Vitz,"KSh 1,299,000","Nairobi, Kilimani, 1 hour ago",2017,28000 km,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-vitz-1-5-fwd-hybrid-5dr-2017-matt-black-ngoB1XPOVEZFOuBM9Yryfilk.html?page=1&pos=13&cur_pos=13&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=12
Mazda,Demio,"KSh 1,299,000","Nairobi, Nairobi Central, 1 hour ago",2017,,Automatic,Silver,Local Used,https://jiji.co.ke/nairobi-central/cars/mazda-demio-2017-silver-tQM7JrMm8w24SYGuh87f9On8.html?page=1&pos=16&cur_pos=16&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=15
Toyota,Probox,"KSh 1,299,000","Nairobi, Runda, 1 hour ago",2019,55000 km,Automatic,,Local Used,https://jiji.co.ke/karura/cars/toyota-probox-1-5-dx-2wd-2019-white-deJXts7jVGajoyUZ731Su37S.html?page=1&pos=19&cur_pos=19&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=18
Land Rover,Range Rover Vogue,"KSh 1,299,000","Nairobi, Langata, 1 hour ago",2003,169000 km,Manual,Blue,Local Used,https://jiji.co.ke/mugumo-ini-langata/cars/land-rover-range-rover-vogue-2003-blue-ypdWkzim5ckRm3OePI4aEfec.html?page=2&pos=3&cur_pos=3&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=22
Toyota,Noah,"KSh 1,299,000","Nairobi, Kilimani, 4 hours ago",2013,,Automatic,Silver,Local Used,https://jiji.co.ke/kilimani/cars/toyota-noah-2013-silver-4bH5cOz4nB3xJsIhqy9uq6fw.html?page=2&pos=6&cur_pos=6&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=25
Toyota,Probox,"KSh 1,299,000","Nairobi, Ridgeways, 1 hour ago",2018,,Automatic,,Foreign Used,https://jiji.co.ke/ridgeways/cars/toyota-probox-1-5-dx-comfort-2wd-2018-white-qbDULg8urZav80eIdiZQC2aB.html?page=2&pos=9&cur_pos=9&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=28
Toyota,Probox,"KSh 1,299,000","Nairobi, Kilimani, 1 hour ago",2017,102000 km,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-probox-1-5-dx-2wd-2017-off-white-7J1NEIrN5Ok4D0fH8clT0k8d.html?page=2&pos=12&cur_pos=12&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=31
Mazda,Familia,"KSh 1,295,000","Nairobi, Kilimani, 1 hour ago",2018,123000 km,CVT,White,Foreign Used,https://jiji.co.ke/kilimani/cars/mazda-familia-2018-white-ud9FrAKFpGeX9cl2FkxQgIyM.html?page=2&pos=15&cur_pos=15&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=34
Mazda,Demio,"KSh 1,295,000","Mombasa, Mombasa CBD, 1 hour ago",2019,80342 km,Automatic,Red,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mazda-demio-2019-red-aDBZTWHKuiuc3pte7ck21Fsc.html?page=2&pos=18&cur_pos=18&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=37
Toyota,Probox,"KSh 1,295,000","Nairobi, Kilimani, 1 hour ago",2017,106214 km,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-probox-1-5-gl-4wd-2017-silver-BFNUVwiOSDqyNQMm8hrJB1zr.html?page=3&pos=1&cur_pos=1&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=40
Toyota,Succeed,"KSh 1,295,000","Mombasa, Mombasa CBD, 1 hour ago",2018,,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-succeed-2018-blue-fe4MBvaRpk5j8MpvRnuYalp.html?page=3&pos=2&cur_pos=2&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=41
Toyota,Succeed,"KSh 1,295,000","Nairobi, Kilimani, 1 hour ago",2018,114000 km,Automatic,Silver,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-succeed-2018-silver-xdAnuyFSDHvpyGfCgkzufnzc.html?page=3&pos=5&cur_pos=5&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=44
Nissan,Note,"KSh 1,295,000","Nairobi, Kilimani, 1 hour ago",2018,110000 km,Automatic,Gray,Foreign Used,https://jiji.co.ke/kilimani/cars/nissan-note-1-2-hybrid-2018-gray-u8SjHofc6C9Ys5zE1SHu4Xlq.html?page=3&pos=8&cur_pos=8&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=47
Volkswagen,Golf,"KSh 1,295,000","Nairobi, Lavington, 27/05",2014,136000 km,Automatic,Silver,Local Used,https://jiji.co.ke/lavington/cars/volkswagen-golf-2014-silver-1DNhuTdCAQglkh3iMzZjf5bU.html?page=3&pos=11&cur_pos=11&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=50
Toyota,Vitz,"KSh 1,290,000","Nairobi, Kilimani, 13 hours ago",2017,98000 km,Automatic,Red,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-vitz-2017-red-bye2hsXPaoIKGaPXSEomY5Dr.html?page=3&pos=14&cur_pos=14&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=53
Suzuki,Ignis,"KSh 1,290,000","Nairobi, Kilimani, 1 hour ago",2017,94000 km,Automatic,White,Foreign Used,https://jiji.co.ke/kilimani/cars/suzuki-ignis-hybrid-1-2-fwd-2017-white-BkFtB16p6puO37y9dMpA9gpv.html?page=3&pos=17&cur_pos=17&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=56
Subaru,Legacy,"KSh 1,290,000","Nairobi, Ridgeways, 1 hour ago",2013,,Automatic,,Local Used,https://jiji.co.ke/ridgeways/cars/subaru-legacy-2-5i-premium-2013-white-1viKZRBvRAuMShUdD4LPCUoD.html?page=3&pos=20&cur_pos=20&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=59
Mazda,Demio,"KSh 1,290,000","Nairobi, Ridgeways, 2 hours ago",2017,95000 km,Automatic,Gray,Foreign Used,https://jiji.co.ke/ridgeways/cars/mazda-demio-2017-gray-nejRjCzCPn1REphiyA6IG6yh.html?page=4&pos=3&cur_pos=3&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=62
BMW,X1,"KSh 1,290,000","Nairobi, Ridgeways, 2 hours ago",2012,,Automatic,Blue,Local Used,https://jiji.co.ke/ridgeways/cars/bmw-x1-2012-blue-i20nczuMx7k2l0NytepM6nzQ.html?page=4&pos=6&cur_pos=6&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=65
Mitsubishi,RVR,"KSh 1,290,000","Kiambu, Kiambu / Kiambu , 1 hour ago",2010,,Automatic,Silver,Local Used,https://jiji.co.ke/kiambu-kiambu/cars/mitsubishi-rvr-2010-silver-6uGaNdZeQITywFWYABuu1OD2.html?page=4&pos=10&cur_pos=10&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=69
Honda,Stepwgn,"KSh 1,290,000","Nairobi, Thome / Nairobi, 1 hour ago",2013,168000 km,Automatic,Gray,Local Used,https://jiji.co.ke/thome/cars/honda-stepwgn-2013-gray-ciwU1u8OUSwzH8HVqLcfdIMR.html?page=4&pos=13&cur_pos=13&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=72
Toyota,Vitz,"KSh 1,290,000","Nairobi, Kilimani, 1 hour ago",2017,98000 km,Automatic,Red,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-vitz-2017-red-38comLDRLoNAfsb5GBa8hQFs.html?page=4&pos=16&cur_pos=16&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=75
Mercedes-Benz,C200,"KSh 1,290,000","Nairobi, Kitisuru, 16/05",2010,149000 km,Automatic,Off white,Local Used,https://jiji.co.ke/kitisuru/cars/mercedes-benz-c200-2010-off-white-u5xjgbSPIk2BgWNBbqIuNVcp.html?page=4&pos=19&cur_pos=19&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=78
Mitsubishi,RVR,"KSh 1,290,000","Nairobi, Ridgeways, 17 hours ago",2010,,Automatic,Blue,Local Used,https://jiji.co.ke/ridgeways/cars/mitsubishi-rvr-2010-blue-fLRVwwON2eIuaIfVP71bpzPm.html?page=5&pos=3&cur_pos=3&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=82
Toyota,Crown,"KSh 1,290,000","Nairobi, Nairobi Central, 2 hours ago",2011,129514 km,Automatic,Black,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-crown-2011-black-p9SSH1zwDLPXgsTUT0ka6kly.html?page=5&pos=6&cur_pos=6&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=85
Nissan,Note,"KSh 1,290,000","Nairobi, Ridgeways, 10 hours ago",2018,,Automatic,Silver,Foreign Used,https://jiji.co.ke/ridgeways/cars/nissan-note-2018-silver-aWAhij7Amv7TqUyajFgNU8ZA.html?page=5&pos=9&cur_pos=9&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=88
Volkswagen,Golf,"KSh 1,290,000","Nairobi, Langata, 1 hour ago",2014,164000 km,Automatic,Silver,Local Used,https://jiji.co.ke/mugumo-ini-langata/cars/volkswagen-golf-2014-silver-munYY5qSIoq3jCWxH7jSGKpd.html?page=5&pos=12&cur_pos=12&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=91
Toyota,TownAce,"KSh 1,290,000","Nairobi, Karen, 14 hours ago",2016,,Automatic,White,Foreign Used,https://jiji.co.ke/karen/cars/toyota-townace-2016-white-3hO1VLTjp8LZzpKt2eCGRbA5.html?page=5&pos=15&cur_pos=15&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=94
Honda,CR-V,"KSh 1,290,000","Kiambu, Kikuyu, 12/05",2010,110422 km,Automatic,Black,Local Used,https://jiji.co.ke/kikuyu/cars/honda-cr-v-2010-black-wBv2CzS8PbTLgxp972O9WuNj.html?page=5&pos=18&cur_pos=18&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=97
Suzuki,Swift,"KSh 1,290,000","Nairobi, Langata, 4 hours ago",2018,,CVT,Black,Foreign Used,https://jiji.co.ke/mugumo-ini-langata/cars/suzuki-swift-2018-black-eQjOd5yOiGnSc74uQxb1kMlt.html?page=6&pos=1&cur_pos=1&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=100
Toyota,Harrier,"KSh 1,290,000","Nairobi, Runda, 1 hour ago",2008,,Automatic,,Local Used,https://jiji.co.ke/karura/cars/toyota-harrier-2-4-2008-white-cGnvJv3KvrNjC0ZGED8IX9nz.html?page=6&pos=4&cur_pos=4&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=103
Toyota,Voxy,"KSh 1,290,000","Nairobi, Nairobi Central, 2 hours ago",2012,123000 km,Automatic,Black,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-voxy-2012-black-q13bidPp3BzGe5jWnSWSjy7T.html?page=6&pos=7&cur_pos=7&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=106
Toyota,Corolla Fielder,"KSh 1,290,000","Nyeri, Karatina Town, 5 hours ago",2014,132407 km,Automatic,Silver,Local Used,https://jiji.co.ke/karatina-town/cars/toyota-corolla-fielder-1-5-hybrid-fwd-2014-silver-fAz9tmgwNSPWDKI3eC8vmG7N.html?page=6&pos=10&cur_pos=10&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=109
Nissan,X-Trail,"KSh 1,290,000","Nairobi, Nairobi Central, 1 hour ago",2012,116302 km,Automatic,,Local Used,https://jiji.co.ke/nairobi-central/cars/nissan-x-trail-2-0-petrol-xe-2012-white-woOMve5R6pAqrClQXMhOBOPf.html?page=6&pos=13&cur_pos=13&ads_per_page=20&ads_count=4047&lid=xtDm4Xo1u0GB9Wiv&indexPosition=112
