Make,Model,Price,Location,Year,Mileage,Transmission,Color,Previous Ownership,URL
Toyota,Auris,"KSh 1,349,000","Nairobi, Ridgeways, 2 hours ago",2014,,Automatic,Silver,Local Used,https://jiji.co.ke/ridgeways/cars/toyota-auris-2014-silver-6pntRoY3xoVnVShqQI79pM3t.html?page=1&pos=1&cur_pos=1&ads_per_page=20&ads_count=2420&lid=htAS7lAsPxYX_txG&indexPosition=0
Toyota,Succeed,"KSh 1,349,000","Nairobi, Runda, 2 hours ago",2018,,Automatic,Silver,Foreign Used,https://jiji.co.ke/karura/cars/toyota-succeed-2018-silver-nFQWfOOSEFQTd7PA1HIA6033.html?page=1&pos=4&cur_pos=4&ads_per_page=20&ads_count=2420&lid=htAS7lAsPxYX_txG&indexPosition=3
Toyota,Hilux,"KSh 1,349,000","Nairobi, Ridgeways, 2 hours ago",2012,,Manual,Red,Local Used,https://jiji.co.ke/ridgeways/cars/toyota-hilux-2012-red-azk11PYb8vi6tDL3afDU8kdh.html?page=1&pos=7&cur_pos=7&ads_per_page=20&ads_count=2420&lid=htAS7lAsPxYX_txG&indexPosition=6
Toyota,Land Cruiser Prado,"KSh 1,349,000","Nairobi, Nairobi Central, 2 hours ago",2002,136505 km,Automatic,Brown,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-prado-2002-brown-zdN9Wz9s0Xi5weoQH3G6ciMt.html?page=1&pos=10&cur_pos=10&ads_per_page=20&ads_count=2420&lid=htAS7lAsPxYX_txG&indexPosition=9
Volkswagen,Golf,"KSh 1,345,000","Nairobi, Lavington, 2 hours ago",2014,148000 km,Automatic,Black,Local Used,https://jiji.co.ke/lavington/cars/volkswagen-golf-2014-black-mT9EkBMIVlH9IS54aALPpaly.html?page=1&pos=13&cur_pos=13&ads_per_page=20&ads_count=2420&lid=htAS7lAsPxYX_txG&indexPosition=12
Mazda,Demio,"KSh 1,340,000","Nairobi, Ridgeways, 2 hours ago",2018,96000 km,Automatic,Pearl,Foreign Used,https://jiji.co.ke/ridgeways/cars/mazda-demio-2018-pearl-zh0Fao8H45KQkolSAwV8JARP.html?page=1&pos=16&cur_pos=16&ads_per_page=20&ads_count=2420&lid=htAS7lAsPxYX_txG&indexPosition=15
Mazda,Demio,"KSh 1,340,000","Nairobi, Kilimani, 2 hours ago",2018,47000 km,Automatic,Blue,Foreign Used,https://jiji.co.ke/kilimani/cars/mazda-demio-2018-blue-mfmSedsFVQaM6koRjYdz65PR.html?page=1&pos=19&cur_pos=19&ads_per_page=20&ads_count=2420&lid=htAS7lAsPxYX_txG&indexPosition=18
Honda,Fit,"KSh 1,340,000","Mombasa, Ganjoni, 1 hour ago",2015,65800 km,Automatic,Gold,Foreign Used,https://jiji.co.ke/ganjoni/cars/honda-fit-2015-gold-rHDIQXKgFGTasx7ilUNaA3kW.html?page=2&pos=4&cur_pos=4&ads_per_page=20&ads_count=2420&lid=htAS7lAsPxYX_txG&indexPosition=23
Toyota,Succeed,"KSh 1,340,000","Nairobi, Kilimani, 2 hours ago",2018,88000 km,Automatic,White,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-succeed-2018-white-3zsdPy68xkmSOALZF76ACO1Q.html?page=2&pos=6&cur_pos=6&ads_per_page=20&ads_count=2420&lid=htAS7lAsPxYX_txG&indexPosition=25
Mercedes-Benz,C250,"KSh 1,340,000","Nairobi, Nairobi Central, 2 hours ago",2008,,Automatic,Blue,Local Used,https://jiji.co.ke/nairobi-central/cars/mercedes-benz-c250-2008-blue-xAVWlFVt66REOBKTZTqNlBLH.html?page=2&pos=9&cur_pos=9&ads_per_page=20&ads_count=2420&lid=htAS7lAsPxYX_txG&indexPosition=28
