Make,Model,Price,Location,Year,Mileage,Transmission,Color,Previous Ownership,URL
Toyota,Hilux,"KSh 5,700,000","Mombasa, Mombasa CBD, 1 hour ago",2018,,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2018-blue-43ZpKllsyW6RHcgr31WwRvJ3.html?page=3&pos=5&cur_pos=5&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=44
Nissan,Fairlady,"KSh 5,700,000","Mombasa, Mombasa CBD, 38 min ago",2017,,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/nissan-fairlady-2017-silver-526rvdGHjZMYYAuSmUHIcUEP.html?page=3&pos=8&cur_pos=8&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=47
Toyota,Land Cruiser,"KSh 5,700,000","Mombasa, Mombasa CBD, 35 min ago",2013,167000 km,Manual,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2013-white-umTNSdVhzCV2r77qHlbrGBX3.html?page=3&pos=11&cur_pos=11&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=50
Jeep,Grand Cherokee,"KSh 5,700,000","Mombasa, Mombasa CBD, 1 hour ago",2017,,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/jeep-grand-cherokee-trailhawk-4dr-4x4-2017-silver-uNPdeOj6vn5Jy4Eq44WCcVgv.html?page=3&pos=14&cur_pos=14&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=53
Toyota,Land Cruiser Prado,"KSh 5,700,000","Mombasa, Mombasa CBD, 1 hour ago",2016,24000 km,AMT,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2-7-vvt-i-2016-white-xockQo2Q9fLxDP9SMbctaxUn.html?page=3&pos=16&cur_pos=16&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=55
Toyota,Land Cruiser Prado,"KSh 5,700,000","Nairobi, Nairobi Central, 2 hours ago",2015,,Automatic,Teal,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-prado-2015-teal-1B7sIdWwyzEp5593jamwbUEV.html?page=3&pos=19&cur_pos=19&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=58
Jeep,Wrangler,"KSh 5,700,000","Mombasa, Mombasa CBD, 1 hour ago",2015,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/jeep-wrangler-2015-red-wiopX8oICQXkA9PGO2UJbP3S.html?page=4&pos=3&cur_pos=3&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=62
Mercedes-Benz,E250,"KSh 5,700,000","Mombasa, Mombasa CBD, 44 min ago",2017,,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-e250-2017-silver-w9sU1QgOgKOOfdgwueZYWSXO.html?page=4&pos=6&cur_pos=6&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=65
Volkswagen,Touareg,"KSh 5,700,000","Mombasa, Mombasa CBD, 1 hour ago",2016,113000 km,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/volkswagen-touareg-2016-black-ps4quYBPtrkTCtQT6cmewzeL.html?page=4&pos=10&cur_pos=10&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=69
Toyota,Hilux,"KSh 5,700,000","Nairobi, Ridgeways, 2 hours ago",2016,121000 km,Manual,White,Foreign Used,https://jiji.co.ke/ridgeways/cars/toyota-hilux-2016-white-8Scv2pULak4qB2YOuVH7gDJG.html?page=4&pos=13&cur_pos=13&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=72
BMW,X5,"KSh 5,700,000","Mombasa, Mombasa CBD, 2 hours ago",2017,44000 km,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/bmw-x5-2017-white-zBiaY8FZG9oHX1ZLB72qOLod.html?page=4&pos=15&cur_pos=15&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=74
Volkswagen,Tiguan,"KSh 5,700,000","Nairobi, Nairobi Central, 2 hours ago",2022,64513 km,Automatic,,Local Used,https://jiji.co.ke/nairobi-central/cars/volkswagen-tiguan-2-0t-sel-r-line-2022-gray-BD7cxujaZNHeQwMc5miM2Kb5.html?page=4&pos=18&cur_pos=18&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=77
Toyota,Land Cruiser Prado,"KSh 5,700,000","Nairobi, Thome / Nairobi, 2 hours ago",2017,77000 km,Automatic,Other,Foreign Used,https://jiji.co.ke/thome/cars/toyota-land-cruiser-prado-2017-fXR2P5KzgVwwRFWUtONx16f7.html?page=5&pos=1&cur_pos=1&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=80
Alfa Romeo,Giulia,"KSh 5,700,000","Mombasa, Mombasa CBD, 1 hour ago",2017,75000 km,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/alfa-romeo-giulia-2017-blue-uu6HpmFnLOGY2kt36RrKX3or.html?page=5&pos=4&cur_pos=4&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=83
Toyota,Land Cruiser Prado,"KSh 5,700,000","Nairobi, Utawala, 1 hour ago",2014,72000 km,Automatic,Silver,Local Used,https://jiji.co.ke/utawala/cars/toyota-land-cruiser-prado-2014-silver-oOvu5lX0E6xg9VqxMnfvqAGZ.html?page=5&pos=7&cur_pos=7&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=86
Toyota,Land Cruiser Prado,"KSh 5,700,000","Nairobi, Kilimani, 1 hour ago",2018,39000 km,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-land-cruiser-prado-2-7-2018-black-ugwYJ4TprXaZhiSg0kwf1CbM.html?page=5&pos=10&cur_pos=10&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=89
Toyota,Fortuner,"KSh 5,700,000","Nairobi, Muthaiga, 2 hours ago",2018,,Automatic,Gray,Local Used,https://jiji.co.ke/muthaiga/cars/toyota-fortuner-2018-gray-aeAeV5NV2Jv0GN0HAAVFJtAd.html?page=5&pos=13&cur_pos=13&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=92
Land Rover,Defender,"KSh 5,700,000","Nairobi, Karen, 2 hours ago",2010,69283 km,Manual,Gray,Local Used,https://jiji.co.ke/karen/cars/land-rover-defender-puma-110-2-4-td-2010-gray-w9c417FYAVAhb30GMNMneMOb.html?page=5&pos=17&cur_pos=17&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=96
Toyota,Land Cruiser Prado,"KSh 5,700,000","Nairobi, Karen, 23 hours ago",2017,,Automatic,White,Local Used,https://jiji.co.ke/karen/cars/toyota-land-cruiser-prado-2017-white-8ZXUcQabWscNFLJABAfQOEe9.html?page=5&pos=20&cur_pos=20&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=99
Toyota,Harrier,"KSh 5,700,000","Mombasa, Mombasa CBD, 2 hours ago",2020,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-harrier-2-0-4wd-2020-black-rG41YJBd2eoMdP7PKau8QrTT.html?page=6&pos=2&cur_pos=2&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=101
Toyota,Land Cruiser Prado,"KSh 5,700,000","Mombasa, Mombasa CBD, 1 hour ago",2015,44632 km,Automatic,Matt Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2015-matt-black-qhR7b0MBqnVWcF7PSfymce9H.html?page=6&pos=5&cur_pos=5&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=104
BMW,X5,"KSh 5,700,000","Mombasa, Mombasa CBD, 43 min ago",2016,58600 km,Automatic,Off white,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/bmw-x5-2016-off-white-7VBKA8AF5x8SsH4Uhdgnw882.html?page=6&pos=7&cur_pos=7&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=106
Toyota,Hilux,"KSh 5,700,000","Mombasa, Mombasa CBD, 56 min ago",2019,23232 km,Automatic,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2019-gray-htfmoqNBfxGeaaqhAIY0RVjF.html?page=6&pos=10&cur_pos=10&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=109
Toyota,Hilux,"KSh 5,699,999","Nairobi, Kilimani, 2 hours ago",2020,32680 km,Automatic,Gray,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-hilux-2-4-diesel-2020-gray-1llNiUo0C5gLV85zLr2e9dOG.html?page=6&pos=14&cur_pos=14&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=113
Toyota,Land Cruiser Prado,"KSh 5,699,999","Nairobi, Westlands, 2 hours ago",2017,39000 km,Automatic,,Foreign Used,https://jiji.co.ke/westlands/cars/toyota-land-cruiser-prado-2-7-2017-white-BdNcl5ny5XhWgtxR7oxXpcEt.html?page=6&pos=17&cur_pos=17&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=116
Lexus,RX,"KSh 5,699,999","Nairobi, Kilimani, 2 hours ago",2018,70000 km,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/lexus-rx-300-2wd-2018-silver-siqwWePhCyOE5OpGgDEV8ZF2.html?page=6&pos=20&cur_pos=20&ads_per_page=20&ads_count=38792&lid=_rDXhb3NOoMV5xUo&indexPosition=119
Land Rover,Range Rover Sport,"KSh 5,699,990","Nairobi, Nairobi Central, 2 hours ago",2016,,Automatic,,Foreign Used,https://jiji.co.ke/nairobi-central/cars/land-rover-range-rover-sport-hse-4x4-3-0l-6cyl-8a-2016-kQjymBpMaQ9fPzojABMA3C9.html?page=7&pos=3&cur_pos=3&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=122
Toyota,Hilux,"KSh 5,680,000","Mombasa, Mombasa CBD, 1 hour ago",2018,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2018-black-Q3oBiDKbALISmxrf4LpIB6b.html?page=7&pos=7&cur_pos=7&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=126
Land Rover,Discovery Sport,"KSh 5,650,000","Nairobi, Kilimani, 2 hours ago",2017,46548 km,Automatic,Gray,Foreign Used,https://jiji.co.ke/kilimani/cars/land-rover-discovery-sport-hse-2017-gray-amMT15jBhOQBFIRsIySA0x.html?page=7&pos=10&cur_pos=10&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=129
BMW,X5,"KSh 5,650,000","Nairobi, Kilimani, 2 hours ago",2017,60000 km,Automatic,White,Foreign Used,https://jiji.co.ke/kilimani/cars/bmw-x5-2017-white-bx680EnozT727robGWQfB6bJ.html?page=7&pos=13&cur_pos=13&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=132
Lexus,RX 450h,"KSh 5,650,000","Nairobi, Nairobi Central, 2 hours ago",2017,,Automatic,Pearl,Foreign Used,https://jiji.co.ke/nairobi-central/cars/lexus-rx-450h-2017-pearl-6dnApbMKwKFwtv8pso6HGyqI.html?page=7&pos=16&cur_pos=16&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=135
Toyota,Hilux,"KSh 5,650,000","Mombasa, Mombasa CBD, 2 hours ago",2018,,Manual,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2018-white-vZQrNCCj1EfdAZHLF5OA8HUa.html?page=7&pos=19&cur_pos=19&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=138
Toyota,RAV4,"KSh 5,650,000","Mombasa, Mombasa CBD, 1 hour ago",2019,,Automatic,Pearl,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-rav4-2019-pearl-smAuV3pJB9tkNBNlvAhuIY6U.html?page=8&pos=2&cur_pos=2&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=141
Toyota,Land Cruiser Prado,"KSh 5,650,000","Nairobi, Nairobi Central, 5 hours ago",2017,78000 km,Automatic,,Foreign Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-prado-2-8-2017-black-5XAcAovyh4W5xdoAK5zzhXA9.html?page=8&pos=5&cur_pos=5&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=144
Toyota,Land Cruiser,"KSh 5,650,000","Mombasa, Tudor, 2 hours ago",2010,98453 km,Automatic,Silver,Local Used,https://jiji.co.ke/tudor/cars/toyota-land-cruiser-2010-silver-7uS00yn7OFYecKppjLopTMWu.html?page=8&pos=9&cur_pos=9&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=148
BMW,X3,"KSh 5,650,000","Nairobi, Lavington, 5 hours ago",2017,,Automatic,,Foreign Used,https://jiji.co.ke/lavington/cars/bmw-x3-xdrive28d-awd-2017-blue-i6CDXsk1IXWNr6oZ7bR8uWq6.html?page=8&pos=11&cur_pos=11&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=150
Toyota,Hilux,"KSh 5,650,000","Nairobi, Kilimani, 1 hour ago",2019,,Automatic,Silver,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-hilux-2019-silver-nkZbcwT6o3wXPKz6yLWdIuUt.html?page=8&pos=14&cur_pos=14&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=153
Land Rover,Discovery,"KSh 5,650,000","Nairobi, Ridgeways, 2 hours ago",2015,128850 km,Automatic,Silver,Local Used,https://jiji.co.ke/ridgeways/cars/land-rover-discovery-2015-silver-zWwNPu8IuuYtYiTv67O5fTvj.html?page=8&pos=17&cur_pos=17&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=156
Toyota,Hilux,"KSh 5,650,000","Nairobi, Kilimani, 2 hours ago",2018,,Automatic,Black,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-hilux-2018-black-A37XHvSaB1uju41rFmV164dJ.html?page=8&pos=20&cur_pos=20&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=159
Toyota,Fortuner,"KSh 5,649,000","Nairobi, Nairobi Central, 2 hours ago",2018,,Automatic,,Foreign Used,https://jiji.co.ke/nairobi-central/cars/toyota-fortuner-2-8-d-awd-2018-brown-ATX7gBIYSFWmorP76kvMcVn3.html?page=9&pos=3&cur_pos=3&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=162
Volkswagen,Touareg,"KSh 5,600,000","Nairobi, Ridgeways, 2 hours ago",2016,114838 km,Automatic,White,Foreign Used,https://jiji.co.ke/ridgeways/cars/volkswagen-touareg-2016-white-8KeSatg6ySxnbt5iNhe1Pz2E.html?page=9&pos=6&cur_pos=6&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=165
Toyota,Hilux,"KSh 5,600,000","Nairobi, Kilimani, 5 hours ago",2017,,Automatic,Silver,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-hilux-2017-silver-hDM80REs7RMoGYkKSNesTTI.html?page=9&pos=9&cur_pos=9&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=168
Toyota,Hilux,"KSh 5,600,000","Mombasa, Mombasa CBD, 2 hours ago",2018,82008 km,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2018-blue-yqvZFSrTaO4NNuFqHYgugOZt.html?page=9&pos=12&cur_pos=12&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=171
Toyota,Hilux,"KSh 5,600,000","Mombasa, Mombasa CBD, 2 hours ago",2018,45000 km,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-workmate-4x4-2018-black-1tdt0syjwNihcLuM1atIlTA2.html?page=9&pos=15&cur_pos=15&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=174
Toyota,Hilux,"KSh 5,600,000","Mombasa, Mombasa CBD, 42 min ago",2016,68000 km,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2016-silver-r7SPdL1an8v71WbiaKVLKMHL.html?page=9&pos=18&cur_pos=18&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=177
Lexus,RX 450h,"KSh 5,600,000","Nairobi, Kilimani, 2 hours ago",2017,73110 km,Automatic,White,Foreign Used,https://jiji.co.ke/kilimani/cars/lexus-rx-450h-2017-white-8CuvvgI0RhEzhmHUmP6LJ3b7.html?page=10&pos=1&cur_pos=1&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=180
Toyota,Hilux,"KSh 5,600,000","Mombasa, Mombasa CBD, 51 min ago",2016,45000 km,Automatic,Brown,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2016-brown-nrAIVULVX46bJVODIp4CZ2FS.html?page=10&pos=4&cur_pos=4&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=183
Toyota,Hilux,"KSh 5,600,000","Mombasa, Mombasa CBD, 46 min ago",2016,40000 km,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2016-white-oGw9DS8fxf2Sw5lKwfxwVkHu.html?page=10&pos=7&cur_pos=7&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=186
Mercedes-Benz,E200,"KSh 5,600,000","Mombasa, Mombasa CBD, 1 hour ago",2017,45000 km,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-e200-2017-blue-x6diHHfY92cbuYowt8a1c72z.html?page=10&pos=10&cur_pos=10&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=189
Toyota,Land Cruiser,"KSh 5,600,000","Samburu, Maralal, 2 hours ago",2016,72580 km,Manual,White,Local Used,https://jiji.co.ke/maralal/cars/toyota-land-cruiser-2016-white-fOCFopbdTUtnCW3UmIFCNKZ.html?page=10&pos=13&cur_pos=13&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=192
Mercedes-Benz,E250,"KSh 5,600,000","Mombasa, Mombasa CBD, 1 hour ago",2018,33481 km,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-e250-2018-silver-p70whPRWsWAF5gkdSk3YpuAG.html?page=10&pos=16&cur_pos=16&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=195
Lexus,RX,"KSh 5,600,000","Mombasa, Mombasa CBD, 1 hour ago",2017,105656 km,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/lexus-rx-200t-4wd-2017-matt-black-s89QeUfsTHE6JReAvM7RLwb4.html?page=10&pos=19&cur_pos=19&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=198
Land Rover,Range Rover Evoque,"KSh 5,600,000","Mombasa, Mombasa CBD, 38 min ago",2017,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/land-rover-range-rover-evoque-hse-dynamic-4x4-5-door-2017-white-7WIpDVQakSnAwv3P8jWN9Zta.html?page=11&pos=2&cur_pos=2&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=201
Toyota,Land Cruiser Prado,"KSh 5,600,000","Nairobi, 1 hour ago",2016,,Automatic,Gray,Foreign Used,https://jiji.co.ke/nairobi/cars/toyota-land-cruiser-prado-2016-gray-wBfhUcyhyX5F4C4VOuBVWN7I.html?page=11&pos=5&cur_pos=5&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=204
Toyota,Land Cruiser Prado,"KSh 5,600,000","Nairobi, Parklands/Highridge, 1 hour ago",2016,54000 km,Automatic,,Foreign Used,https://jiji.co.ke/parklands-highridge/cars/toyota-land-cruiser-prado-2-7-vvt-i-2016-black-dqFlY0Tj7nmcu87sJZtNO9dv.html?page=11&pos=8&cur_pos=8&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=207
Toyota,Hilux,"KSh 5,600,000","Nairobi, 1 hour ago",2017,,Automatic,Pearl,Foreign Used,https://jiji.co.ke/nairobi/cars/toyota-hilux-2017-pearl-hLMcIIbOLzD74MyRVdkcrJG6.html?page=11&pos=11&cur_pos=11&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=210
Toyota,Hilux,"KSh 5,600,000","Mombasa, Mombasa CBD, 39 min ago",2018,46298 km,Manual,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-rugged-x-4x4-2018-black-1gJIjBEYMfuSY0NGoDipyxBM.html?page=11&pos=14&cur_pos=14&ads_per_page=20&ads_count=38791&lid=_rDXhb3NOoMV5xUo&indexPosition=213
