Make,Model,Price,Location,Year,Mileage,Transmission,Color,Previous Ownership,URL
Toyota,Auris,"KSh 849,000","Nairobi, Ridgeways, 3 hours ago",2010,,Automatic,Gray,Local Used,https://jiji.co.ke/ridgeways/cars/toyota-auris-2010-gray-iHX6vuDahREu5mU0Lx9ZOEVX.html?page=1&pos=1&cur_pos=1&ads_per_page=20&ads_count=3958&lid=PBTLHonfM6YiXR67&indexPosition=0
Mazda,Flair,"KSh 849,000","Nairobi, Ridgeways, 3 hours ago",2018,,Automatic,White,Local Used,https://jiji.co.ke/ridgeways/cars/mazda-flair-2018-white-zSGtyltwg1YcwveilWBJ8xEf.html?page=1&pos=4&cur_pos=4&ads_per_page=20&ads_count=3958&lid=PBTLHonfM6YiXR67&indexPosition=3
Toyota,Vitz,"KSh 849,000","Nairobi, Ridgeways, 3 hours ago",2014,,Automatic,Blue,Local Used,https://jiji.co.ke/ridgeways/cars/toyota-vitz-2014-blue-iFAK6Hx5ZXEw7Pg1O13YhYTL.html?page=1&pos=7&cur_pos=7&ads_per_page=20&ads_count=3958&lid=PBTLHonfM6YiXR67&indexPosition=6
Nissan,Serena,"KSh 849,000","Nairobi, Ridgeways, 3 hours ago",2011,,Automatic,Black,Local Used,https://jiji.co.ke/ridgeways/cars/nissan-serena-2011-black-eM0F02JATCMy8aj3oCcfkYfq.html?page=1&pos=10&cur_pos=10&ads_per_page=20&ads_count=3958&lid=PBTLHonfM6YiXR67&indexPosition=9
Suzuki,Wagon R,"KSh 845,000","Mombasa, Mombasa CBD, 36 min ago",2018,52866 km,Automatic,Matt Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/suzuki-wagon-r-2018-matt-black-mBmSKE6p1bXVx93Whgcxlk1y.html?page=1&pos=13&cur_pos=13&ads_per_page=20&ads_count=3958&lid=PBTLHonfM6YiXR67&indexPosition=12
Toyota,Succeed,"KSh 845,000","Nairobi, Kileleshwa, 10 hours ago",2012,109325 km,Automatic,White,Local Used,https://jiji.co.ke/kileleshwa/cars/toyota-succeed-2012-white-saG12UU54svhpcEeEVHS9kHr.html?page=1&pos=16&cur_pos=16&ads_per_page=20&ads_count=3958&lid=PBTLHonfM6YiXR67&indexPosition=15
Honda,Fit,"KSh 845,000","Nairobi, Kilimani, 42 min ago",2013,,Automatic,White,Local Used,https://jiji.co.ke/kilimani/cars/honda-fit-2013-white-u3hQ7q1URPFsMOX8E3TdvFmL.html?page=1&pos=19&cur_pos=19&ads_per_page=20&ads_count=3958&lid=PBTLHonfM6YiXR67&indexPosition=18
Nissan,Note,"KSh 845,000","Nairobi, Upperhill, 9 hours ago",2015,123541 km,Automatic,Purple,Local Used,https://jiji.co.ke/upperhill/cars/nissan-note-1-2-petrol-2015-purple-v4NLZAmdFf3CYpV2Zv011uuy.html?page=2&pos=4&cur_pos=4&ads_per_page=20&ads_count=3958&lid=PBTLHonfM6YiXR67&indexPosition=23
Toyota,Premio,"KSh 845,000","Nairobi, Komarock, 1 min ago",2007,118658 km,Automatic,Silver,Local Used,https://jiji.co.ke/komarock/cars/toyota-premio-2007-silver-uwVq69UEo4jr1a1HiAJkR8tr.html?page=2&pos=7&cur_pos=7&ads_per_page=20&ads_count=3958&lid=PBTLHonfM6YiXR67&indexPosition=26
Nissan,NV100 Clipper,"KSh 840,000","Nairobi, Kilimani, 34 min ago",2017,160000 km,Automatic,Pearl,Foreign Used,https://jiji.co.ke/kilimani/cars/nissan-nv100-clipper-2017-pearl-gtIUgDKQQKZBeGN0fUmVFSxG.html?page=2&pos=10&cur_pos=10&ads_per_page=20&ads_count=3958&lid=PBTLHonfM6YiXR67&indexPosition=29
