Make,Model,Price,Location,Year,Mileage,Transmission,Color,Previous Ownership,URL
Volkswagen,Golf,"KSh 1,499,000","Nairobi, Ridgeways, 7 hours ago",2014,141000 km,Automatic,Gray,Local Used,https://jiji.co.ke/ridgeways/cars/volkswagen-golf-2014-gray-ww3n6ri46BtiNeU35JckpVjH.html?page=1&pos=1&cur_pos=1&ads_per_page=20&ads_count=14207&lid=8jraiQd7VX-8ppLb&indexPosition=0
Toyota,Harrier,"KSh 1,499,000","Nairobi, Ridgeways, 25 min ago",2010,,Automatic,White,Local Used,https://jiji.co.ke/ridgeways/cars/toyota-harrier-2010-white-cCi435F9KLjE1K386i0NlV16.html?page=1&pos=4&cur_pos=4&ads_per_page=20&ads_count=14207&lid=8jraiQd7VX-8ppLb&indexPosition=3
Nissan,Note,"KSh 1,499,000","Nairobi, Kilimani, 8 min ago",2018,64000 km,Automatic,Pearl,Foreign Used,https://jiji.co.ke/kilimani/cars/nissan-note-2018-pearl-bz9LE9kZRpnWJns41LEEsYx6.html?page=1&pos=7&cur_pos=7&ads_per_page=20&ads_count=14207&lid=8jraiQd7VX-8ppLb&indexPosition=6
Toyota,Vitz,"KSh 1,499,000","Nairobi, Kilimani, 1 hour ago",2017,68000 km,Automatic,Silver,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-vitz-2017-silver-csWcQkula0JI8In8RFXeuemB.html?page=1&pos=10&cur_pos=10&ads_per_page=20&ads_count=14207&lid=8jraiQd7VX-8ppLb&indexPosition=9
Honda,Fit,"KSh 1,495,000","Mombasa, Mombasa CBD, 1 hour ago",2018,,Automatic,Pink,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/honda-fit-2018-pink-zcvtgwdhfu2fOPxeDyi3XNJt.html?page=1&pos=13&cur_pos=13&ads_per_page=20&ads_count=14207&lid=8jraiQd7VX-8ppLb&indexPosition=12
Honda,Fit Shuttle,"KSh 1,495,000","Mombasa, Mombasa CBD, 36 min ago",2016,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/honda-fit-shuttle-1-5-hybrid-2wd-2016-silver-uwKKUUJgI46cEa34WZL3MFlc.html?page=1&pos=16&cur_pos=16&ads_per_page=20&ads_count=14207&lid=8jraiQd7VX-8ppLb&indexPosition=15
Nissan,Hardbody,"KSh 1,495,000","Kiambu, Kiambu / Kiambu , 47 min ago",2017,,Manual,White,Local Used,https://jiji.co.ke/kiambu-kiambu/cars/nissan-hardbody-2017-white-95iwWdxRJpNpGiTzvkW60LSz.html?page=1&pos=19&cur_pos=19&ads_per_page=20&ads_count=14207&lid=8jraiQd7VX-8ppLb&indexPosition=18
Honda,Fit,"KSh 1,490,000","Nairobi, Kilimani, 4 hours ago",2017,97000 km,Automatic,Red,Foreign Used,https://jiji.co.ke/kilimani/cars/honda-fit-2017-red-p957BjtZWIfNtHgeJL2se8b3.html?page=2&pos=3&cur_pos=3&ads_per_page=20&ads_count=14207&lid=8jraiQd7VX-8ppLb&indexPosition=22
Toyota,Corolla Fielder,"KSh 1,490,000","Nairobi, Ridgeways, 46 min ago",2014,102310 km,Automatic,Black,Local Used,https://jiji.co.ke/ridgeways/cars/toyota-corolla-fielder-2014-black-pNGldwqKsNVlgThvzynugD5e.html?page=2&pos=6&cur_pos=6&ads_per_page=20&ads_count=14207&lid=8jraiQd7VX-8ppLb&indexPosition=25
Volkswagen,Golf,"KSh 1,490,000","Mombasa, Mombasa CBD, 1 hour ago",2015,51000 km,Automatic,Pearl,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/volkswagen-golf-2015-pearl-mtqB1qNEVb9lrg0TjZVbJKL0.html?page=2&pos=9&cur_pos=9&ads_per_page=20&ads_count=14207&lid=8jraiQd7VX-8ppLb&indexPosition=28
