Make,Model,Price,Location,Year,Mileage,Transmission,Color,Previous Ownership,URL
Peugeot,3008,"KSh 3,349,000","Nairobi, Ridgeways, 7 hours ago",2017,69000 km,Automatic,White,Foreign Used,https://jiji.co.ke/ridgeways/cars/peugeot-3008-2017-white-fOazKik2XmELUsKhaK4wSST7.html?page=1&pos=1&cur_pos=1&ads_per_page=20&ads_count=30799&lid=1gDFr-B10tw6yv_I&indexPosition=0
Toyota,Hilux,"KSh 3,330,000","Mombasa, Mombasa CBD, 1 hour ago",2016,60000 km,Manual,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2016-silver-8aU4TgbZPuZsKw3h7Key78vH.html?page=1&pos=4&cur_pos=4&ads_per_page=20&ads_count=30799&lid=1gDFr-B10tw6yv_I&indexPosition=3
BMW,X1,"KSh 3,325,000","Nairobi, Lavington, 1 hour ago",2017,93000 km,Automatic,Black,Foreign Used,https://jiji.co.ke/lavington/cars/bmw-x1-2017-black-uDL8dQyCAPbC9petaYx0w648.html?page=1&pos=7&cur_pos=7&ads_per_page=20&ads_count=30799&lid=1gDFr-B10tw6yv_I&indexPosition=6
Volkswagen,Touareg,"KSh 3,320,000","Nairobi, Ridgeways, 1 hour ago",2012,,Automatic,Gray,Local Used,https://jiji.co.ke/ridgeways/cars/volkswagen-touareg-2012-gray-zqAEtCnwL0PgMlh5g1eP6bz1.html?page=1&pos=10&cur_pos=10&ads_per_page=20&ads_count=30799&lid=1gDFr-B10tw6yv_I&indexPosition=9
Toyota,Land Cruiser Prado,"KSh 3,300,000","Nairobi, Nairobi Central, 4 hours ago",2013,,Automatic,,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-prado-2-7-i-2013-black-iFuAJaByUtlUFS2Ym8owhahe.html?page=1&pos=13&cur_pos=13&ads_per_page=20&ads_count=30799&lid=1gDFr-B10tw6yv_I&indexPosition=12
Toyota,Harrier,"KSh 3,300,000","Nairobi, Kilimani, 1 hour ago",2018,140000 km,Automatic,Other,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-harrier-2018-7AGVvY57WE6qekCzVCjHsP8f.html?page=1&pos=16&cur_pos=16&ads_per_page=20&ads_count=30799&lid=1gDFr-B10tw6yv_I&indexPosition=15
BMW,X1,"KSh 3,300,000","Nairobi, Ridgeways, 1 hour ago",2017,120000 km,Automatic,Gray,Foreign Used,https://jiji.co.ke/ridgeways/cars/bmw-x1-2017-gray-gtkIa9fAs5ewTZWkecBC8NU2.html?page=1&pos=19&cur_pos=19&ads_per_page=20&ads_count=30799&lid=1gDFr-B10tw6yv_I&indexPosition=18
BMW,X1,"KSh 3,300,000","Nairobi, Nairobi West, 10 hours ago",2016,,Automatic,Pearl,Foreign Used,https://jiji.co.ke/nairobi-west/cars/bmw-x1-2016-pearl-r5ncHpulrwAC7lcpYIKzAEF1.html?page=2&pos=6&cur_pos=6&ads_per_page=20&ads_count=30799&lid=1gDFr-B10tw6yv_I&indexPosition=25
Toyota,Hilux,"KSh 3,300,000","Mombasa, Mombasa CBD, 51 min ago",2018,50842 km,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2018-black-dFX6NPZexlN8fpO8MzdmE2ob.html?page=2&pos=9&cur_pos=9&ads_per_page=20&ads_count=30799&lid=1gDFr-B10tw6yv_I&indexPosition=28
Toyota,Hilux,"KSh 3,300,000","Mombasa, Mombasa CBD, 1 hour ago",2017,,Manual,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2017-gray-8PnilAR2tOCliL5IBZDguZjL.html?page=2&pos=12&cur_pos=12&ads_per_page=20&ads_count=30799&lid=1gDFr-B10tw6yv_I&indexPosition=31
