Make,Model,Price,Location,Year,Mileage,Transmission,Color,Previous Ownership,URL
Toyota,Hilux,"KSh 2,499,000","Nairobi, Ridgeways, 23 min ago",2015,,Manual,Blue,Local Used,https://jiji.co.ke/ridgeways/cars/toyota-hilux-2015-blue-fDwku99DcXEoZGBXIza4dnRR.html?page=1&pos=1&cur_pos=1&ads_per_page=20&ads_count=24902&lid=PYMXmtOk24jcSW19&indexPosition=0
Toyota,Premio,"KSh 2,499,000","Nairobi, Kilimani, 1 hour ago",2016,70526 km,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-premio-1-8-awd-2016-pearl-8Ri2YWxNWowAhl26wjk99GVU.html?page=1&pos=4&cur_pos=4&ads_per_page=20&ads_count=24902&lid=PYMXmtOk24jcSW19&indexPosition=3
Toyota,Noah,"KSh 2,499,000","Nairobi, Kilimani, 54 min ago",2018,168000 km,Automatic,Silver,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-noah-2018-silver-brDrZqrtz31dtitgHTQhSwCr.html?page=1&pos=7&cur_pos=7&ads_per_page=20&ads_count=24902&lid=PYMXmtOk24jcSW19&indexPosition=6
Subaru,Forester,"KSh 2,499,000","Nairobi, Kilimani, 56 min ago",2015,88000 km,Automatic,Black,Foreign Used,https://jiji.co.ke/kilimani/cars/subaru-forester-2015-black-nuexeRohSry1KykcMD7VRYOI.html?page=1&pos=10&cur_pos=10&ads_per_page=20&ads_count=24902&lid=PYMXmtOk24jcSW19&indexPosition=9
Hyundai,H1,"KSh 2,499,000","Nairobi, South C, 58 min ago",2020,35000 km,Manual,White,Local Used,https://jiji.co.ke/south-c/cars/hyundai-h1-2020-white-mt0O892rAYssydPdsjNJRGnV.html?page=1&pos=13&cur_pos=13&ads_per_page=20&ads_count=24902&lid=PYMXmtOk24jcSW19&indexPosition=12
Audi,A3,"KSh 2,495,000","Mombasa, Mombasa CBD, 1 hour ago",2017,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-a3-2017-white-A6hUripFr8nHSjSOpXwNtEGF.html?page=1&pos=16&cur_pos=16&ads_per_page=20&ads_count=24902&lid=PYMXmtOk24jcSW19&indexPosition=15
Nissan,X-Trail,"KSh 2,495,000","Mombasa, Mombasa CBD, 24 min ago",2018,53735 km,Automatic,Other,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/nissan-x-trail-2018-hugzIsc4OYAzIIVV3HSElRKh.html?page=1&pos=19&cur_pos=19&ads_per_page=20&ads_count=24902&lid=PYMXmtOk24jcSW19&indexPosition=18
Mercedes-Benz,A-Class,"KSh 2,495,000","Nairobi, Nairobi Central, 54 min ago",2018,,Automatic,Black,Foreign Used,https://jiji.co.ke/nairobi-central/cars/mercedes-benz-a-class-2018-black-BiGHnOP3uxIgR9XoouqtS2FZ.html?page=2&pos=4&cur_pos=4&ads_per_page=20&ads_count=24902&lid=PYMXmtOk24jcSW19&indexPosition=23
Honda,Vezel,"KSh 2,490,000","Nairobi, Kilimani, 22 hours ago",2018,90000 km,Automatic,Blue,Foreign Used,https://jiji.co.ke/kilimani/cars/honda-vezel-2018-blue-C5MDAuQYKwS3ZcOnhuGOQNPm.html?page=2&pos=6&cur_pos=6&ads_per_page=20&ads_count=24902&lid=PYMXmtOk24jcSW19&indexPosition=25
Honda,Vezel,"KSh 2,490,000","Mombasa, Mombasa CBD, 1 hour ago",2017,80000 km,Automatic,Off white,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/honda-vezel-2017-off-white-6mvCFwKUWxeDFfIb1h7hdqMr.html?page=2&pos=9&cur_pos=9&ads_per_page=20&ads_count=24902&lid=PYMXmtOk24jcSW19&indexPosition=28
Toyota,Crown,"KSh 2,490,000","Mombasa, Mombasa CBD, 1 hour ago",2016,69000 km,Automatic,Pearl,Local Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-crown-2016-pearl-9Px68cqTW6J0i22YTQilDemk.html?page=2&pos=11&cur_pos=11&ads_per_page=20&ads_count=24902&lid=PYMXmtOk24jcSW19&indexPosition=30
Nissan,X-Trail,"KSh 2,490,000","Nairobi, Roysambu, 3 hours ago",2017,,Automatic,Silver,Foreign Used,https://jiji.co.ke/roysambu/cars/nissan-x-trail-2017-silver-xnIUaHT1sgvIuC1yXx4YG7Dh.html?page=2&pos=14&cur_pos=14&ads_per_page=20&ads_count=24902&lid=PYMXmtOk24jcSW19&indexPosition=33
Subaru,XV,"KSh 2,490,000","Nairobi, Ridgeways, 39 min ago",2018,87000 km,Automatic,Pearl,Foreign Used,https://jiji.co.ke/ridgeways/cars/subaru-xv-2018-pearl-uUKirQAnCM81WlMiCXQghE5J.html?page=2&pos=17&cur_pos=17&ads_per_page=20&ads_count=24902&lid=PYMXmtOk24jcSW19&indexPosition=36
Nissan,X-Trail,"KSh 2,490,000","Nairobi, Kilimani, 37 min ago",2018,,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/nissan-x-trail-2-0-petrol-awd-2018-white-ln9qLCJ2yIvplpdMV1hOOW8I.html?page=2&pos=20&cur_pos=20&ads_per_page=20&ads_count=24902&lid=PYMXmtOk24jcSW19&indexPosition=39
Toyota,Hilux,"KSh 2,490,000","Nairobi, Ngara, 43 min ago",2014,147000 km,Automatic,Gray,Local Used,https://jiji.co.ke/ngara/cars/toyota-hilux-2014-gray-QdevTje31qebrxM3nSXDh90.html?page=3&pos=2&cur_pos=2&ads_per_page=20&ads_count=24902&lid=PYMXmtOk24jcSW19&indexPosition=41
