Make,Model,Price,Location,Year,Mileage,Transmission,Color,Previous Ownership,URL
Toyota,Land Cruiser,"KSh 4,690,000","Nairobi, Ridgeways, 2 hours ago",2010,86021 km,Automatic,,Local Used,https://jiji.co.ke/ridgeways/cars/toyota-land-cruiser-4-6-v8-zx-2010-black-1uZ0UwknFxfhARUCiStXIeER.html?page=1&pos=1&cur_pos=1&ads_per_page=20&ads_count=36240&lid=IETVqjJ9ZhA1oy4u&indexPosition=0
Toyota,Land Cruiser,"KSh 4,690,000","Nairobi, Ngara, 1 hour ago",2015,151000 km,Manual,Green,Local Used,https://jiji.co.ke/ngara/cars/toyota-land-cruiser-2015-green-dxPGF7gBfnJNUQbfuksh922I.html?page=1&pos=4&cur_pos=4&ads_per_page=20&ads_count=36240&lid=IETVqjJ9ZhA1oy4u&indexPosition=3
Toyota,Land Cruiser,"KSh 4,690,000","Nairobi, Nairobi Central, 1 hour ago",2015,,Manual,Green,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-2015-green-i7EjZD9qm96Z5ywpXsJmqERZ.html?page=1&pos=7&cur_pos=7&ads_per_page=20&ads_count=36240&lid=IETVqjJ9ZhA1oy4u&indexPosition=6
Mercedes-Benz,C200,"KSh 4,680,000","Mombasa, Mombasa CBD, 1 hour ago",2018,20369 km,Automatic,Off white,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-c200-2018-off-white-suo3BHmrEk9c7ZGKfwx5DinH.html?page=1&pos=10&cur_pos=10&ads_per_page=20&ads_count=36240&lid=IETVqjJ9ZhA1oy4u&indexPosition=9
Lexus,RX,"KSh 4,680,000","Mombasa, Mombasa CBD, 2 hours ago",2017,56382 km,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/lexus-rx-200t-2wd-2017-white-n0s0PxreXG4gPyKEojLgyIOC.html?page=1&pos=13&cur_pos=13&ads_per_page=20&ads_count=36240&lid=IETVqjJ9ZhA1oy4u&indexPosition=12
Audi,Q5,"KSh 4,680,000","Nairobi, Kilimani, 2 hours ago",2018,,Automatic,Black,Foreign Used,https://jiji.co.ke/kilimani/cars/audi-q5-2018-black-zBCrwpjyXdg3keHZJsnwLg0m.html?page=1&pos=16&cur_pos=16&ads_per_page=20&ads_count=36240&lid=IETVqjJ9ZhA1oy4u&indexPosition=15
Mercedes-Benz,GLC-Class,"KSh 4,680,000","Nairobi, Kilimani, 2 hours ago",2016,90000 km,Automatic,Silver,Foreign Used,https://jiji.co.ke/kilimani/cars/mercedes-benz-glc-class-2016-silver-kmc76ypYmZnsHw3G2RirkmOj.html?page=1&pos=19&cur_pos=19&ads_per_page=20&ads_count=36240&lid=IETVqjJ9ZhA1oy4u&indexPosition=18
Toyota,Land Cruiser Prado,"KSh 4,670,000","Kiambu, Ruaka, 1 hour ago",2015,,Automatic,White,Local Used,https://jiji.co.ke/ruaka-banana/cars/toyota-land-cruiser-prado-2015-white-zMBx6Lmmk7SpIpjCNej5iqSe.html?page=2&pos=2&cur_pos=2&ads_per_page=20&ads_count=36240&lid=IETVqjJ9ZhA1oy4u&indexPosition=21
Toyota,Land Cruiser Prado,"KSh 4,670,000","Nairobi, Nairobi Central, 1 hour ago",2015,109000 km,Automatic,White,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-prado-2015-white-igtrjHEIJdUFNCshqa8Y1uBF.html?page=2&pos=5&cur_pos=5&ads_per_page=20&ads_count=36240&lid=IETVqjJ9ZhA1oy4u&indexPosition=24
Toyota,Land Cruiser,"KSh 4,650,007","Nairobi, Nairobi Central, 2 hours ago",2014,,Automatic,White,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-2014-white-eZRLj2WEQ8WPPBCn4kwGhGG9.html?page=2&pos=8&cur_pos=8&ads_per_page=20&ads_count=36240&lid=IETVqjJ9ZhA1oy4u&indexPosition=27
