Make,Model,Price,Location,Year,Mileage,Transmission,Color,Previous Ownership,URL
Mazda,Demio,"KSh 1,420,000","Nairobi, Kilimani, 3 hours ago",2018,45569 km,Automatic,Blue,Foreign Used,https://jiji.co.ke/kilimani/cars/mazda-demio-2018-blue-39jr0qcX5Ruy0Kmssnx5Jjgs.html?page=5&pos=7&cur_pos=7&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=86
Toyota,Sienta,"KSh 1,420,000","Mombasa, Mombasa CBD, 1 hour ago",2015,78000 km,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-sienta-2015-blue-oOvAlW9g70hPxK9NN5XZr59N.html?page=5&pos=10&cur_pos=10&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=89
Mazda,Demio,"KSh 1,420,000","Kiambu, Kiambu / Kiambu , 42 min ago",2018,96000 km,Automatic,Red,Foreign Used,https://jiji.co.ke/kiambu-kiambu/cars/mazda-demio-2018-red-A6Sl1KvNQVbY5k06kVSh6FdT.html?page=5&pos=12&cur_pos=12&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=91
Toyota,Succeed,"KSh 1,420,000","Nairobi, Ridgeways, 56 min ago",2018,28000 km,Automatic,Silver,Foreign Used,https://jiji.co.ke/ridgeways/cars/toyota-succeed-2018-silver-kOyGgwU3Qjis9D6MtLn6xHC9.html?page=5&pos=15&cur_pos=15&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=94
Mazda,Demio,"KSh 1,420,000","Nairobi, Ridgeways, 8 min ago",2018,79000 km,Automatic,Pearl,Foreign Used,https://jiji.co.ke/ridgeways/cars/mazda-demio-2018-pearl-BwyWC2nYvynC8D77NSV3VWT5.html?page=5&pos=18&cur_pos=18&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=97
Subaru,Impreza,"KSh 1,420,000","Nairobi, Nairobi Central, 3 hours ago",2015,,Automatic,Black,Local Used,https://jiji.co.ke/nairobi-central/cars/subaru-impreza-2015-black-1eCvx8v34xVUs45jdO8L6dbQ.html?page=6&pos=2&cur_pos=2&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=101
Volkswagen,Golf,"KSh 1,420,000","Kiambu, Ruiru, 9 hours ago",2015,177000 km,Automatic,Brown,Local Used,https://jiji.co.ke/ruiru/cars/volkswagen-golf-2015-brown-aZXvh7mkz03cOU9PCIZi9joG.html?page=6&pos=5&cur_pos=5&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=104
Nissan,X-Trail,"KSh 1,420,000","Nairobi, Runda, 4 min ago",2011,124517 km,Automatic,,Local Used,https://jiji.co.ke/karura/cars/nissan-x-trail-2-5-petrol-4x4-se-2011-silver-tYETljBQnRF2wceJDMeVLVUT.html?page=6&pos=8&cur_pos=8&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=107
Mazda,CX-5,"KSh 1,420,000","Nairobi, Nairobi Central, 26 min ago",2012,,Automatic,Blue,Local Used,https://jiji.co.ke/nairobi-central/cars/mazda-cx-5-2012-blue-jHmyJcMBe4bbyqHVskxPOYlp.html?page=6&pos=11&cur_pos=11&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=110
Subaru,Impreza,"KSh 1,420,000","Nairobi, Ridgeways, 12 hours ago",2015,,Automatic,Black,Local Used,https://jiji.co.ke/ridgeways/cars/subaru-impreza-2015-black-hrqjiZN7UfEBLpdOcU5yrOvg.html?page=6&pos=14&cur_pos=14&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=113
